Subject's age,Subject's gender,Subject's race,"Dispositions/Exclusions INTERNAL USE, NOT FOR ANALYSIS",Location of death (state),Cause of death,Date (Year),Age Range
40-50,Male,Race unspecified,Unreported,OH,Gunshot,2000,42
20-30,Male,Race unspecified,Suicide,IL,Gunshot,2000,22
40-50,Male,Race unspecified,Unreported,NM,Gunshot,2000,47
30-40,Male,Race unspecified,Unknown,CA,Drowned,2000,30
60-70,Male,Race unspecified,Unreported,MD,Vehicle,2000,66
30-40,Male,European-American/White,Cleared,AR,Gunshot,2000,31
20-30,Male,Race unspecified,Officer indicted/Guilty,GA,Stabbed,2000,28
20-30,Female,Race unspecified,Officer indicted/Guilty,GA,Stabbed,2000,26
0-10,Male,Race unspecified,Officer indicted/Guilty,GA,Stabbed,2000,6
30-40,Male,Race unspecified,Unknown,CA,Gunshot,2000,37
0-10,Female,Race unspecified,Officer indicted/Guilty,GA,Stabbed,2000,7
10-20,Male,Race unspecified,Unreported,MO,Vehicle,2000,18
50-60,Male,Race unspecified,Unknown,CA,Drug overdose,2000,53
20-30,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2000,21
40-50,Male,Race unspecified,Unknown,CA,Asphyxiated/Restrained,2000,41
10-20,Male,Race unspecified,Excusable,MN,Vehicle,2000,17
30-40,Male,Race unspecified,Cleared,MD,Asphyxiated/Restrained,2000,35
30-40,Male,Race unspecified,Unreported,NM,Gunshot,2000,34
20-30,Male,African-American/Black,Unknown,CA,Gunshot,2000,28
10-20,Male,Race unspecified,Unreported,AZ,Gunshot,2000,16
20-30,Male,Race unspecified,Justified,CA,Gunshot,2000,20
20-30,Male,Race unspecified,Suicide,VA,Gunshot,2000,29
40-50,Male,European-American/White,Justified,OH,Gunshot,2000,42
0-10,Male,Race unspecified,Justified,OH,Vehicle,2000,5
0-10,Male,Race unspecified,Justified,OH,Vehicle,2000,3
20-30,Male,Race unspecified,Unreported,NY,Gunshot,2000,25
30-40,Male,African-American/Black,Unreported,CA,Gunshot,2000,35
30-40,Male,Race unspecified,Cleared,MO,Medical emergency,2000,35
20-30,Male,Race unspecified,Unreported,SC,Gunshot,2000,29
40-50,Male,Race unspecified,Unreported,FL,Gunshot,2000,45
40-50,Male,Race unspecified,Suicide,NJ,Gunshot,2000,40
20-30,Male,Native American/Alaskan,Unreported,NM,Gunshot,2000,26
30-40,Male,Hispanic/Latino,District Attorney or Prosecutor/Cleared,OK,Gunshot,2000,32
10-20,Male,Race unspecified,Cleared,VA,Gunshot,2000,18
10-20,Male,Asian/Pacific Islander,Unreported,GA,Gunshot,2000,19
10-20,Female,Race unspecified,Ruled accidental,IL,Asphyxiated/Restrained,2000,11
30-40,Male,Race unspecified,Unreported,MT,Gunshot,2000,39
10-20,Male,African-American/Black,Justified,NV,Gunshot,2000,19
10-20,Female,Race unspecified,Unreported,MI,Vehicle,2000,15
20-30,Male,Race unspecified,Unreported,IL,Gunshot,2000,29
20-30,Male,Race unspecified,Unreported,AZ,Gunshot,2000,27
20-30,Female,Race unspecified,Criminal,WI,Vehicle,2000,22
40-50,Male,Race unspecified,Suicide,VA,Gunshot,2000,40
20-30,Male,Race unspecified,Unreported,IL,Gunshot,2000,21
70+,Male,Race unspecified,Unreported,GA,Gunshot,2000,72
40-50,Male,African-American/Black,Accidental,VA,Asphyxiated/Restrained,2000,41
20-30,Female,Hispanic/Latino,Unreported,IA,Vehicle,2000,23
20-30,Male,Race unspecified,Justified,TX,Gunshot,2000,23
40-50,Male,Race unspecified,Unknown,CA,Undetermined,2000,43
Unknown,Male,Race unspecified,Unreported,TX,Gunshot,2000,0
40-50,Male,Race unspecified,Unknown,CA,Gunshot,2000,47
50-60,Female,Race unspecified,Civil suit/Family awarded money,IL,Vehicle,2000,51
40-50,Male,African-American/Black,Justified,PA,Gunshot,2000,45
30-40,Male,African-American/Black,Grand jury/No bill or Cleared,NE,Gunshot,2000,35
30-40,Male,Race unspecified,Justified,SC,Gunshot,2000,39
20-30,Male,European-American/White,Justified,CA,Gunshot,2000,22
20-30,Male,Race unspecified,Unknown,CA,Gunshot,2000,29
50-60,Male,Race unspecified,Justified,MI,Gunshot,2000,58
30-40,Male,Race unspecified,Unreported,FL,Gunshot,2000,39
10-20,Male,Race unspecified,Justified,IL,Gunshot,2000,17
40-50,Male,Race unspecified,Unknown,CA,Vehicle,2000,46
50-60,Male,Race unspecified,Unknown,CA,Vehicle,2000,55
Unknown,Male,Race unspecified,Unknown,CA,Gunshot,2000,0
Unknown,Male,Race unspecified,Unknown,CA,Gunshot,2000,0
50-60,Male,African-American/Black,Unreported,CA,Gunshot,2000,54
20-30,Male,European-American/White,Unreported,IN,Gunshot,2000,28
50-60,Male,Race unspecified,Cleared,CO,Gunshot,2000,52
20-30,Male,European-American/White,Unreported,CA,Gunshot,2000,27
20-30,Male,Race unspecified,Criminal,IL,Gunshot,2000,27
40-50,Male,European-American/White,Suicide,FL,Gunshot,2000,41
40-50,Female,African-American/Black,Accidental,FL,Gunshot,2000,40
30-40,Male,Race unspecified,Suicide,MD,Gunshot,2000,38
20-30,Male,African-American/Black,Justified,IL,Gunshot,2000,22
20-30,Male,African-American/Black,Unknown,CA,Gunshot,2000,26
10-20,Male,Race unspecified,Criminal,OH,Vehicle,2000,18
Unknown,Male,Hispanic/Latino,Unreported,GA,Vehicle,2000,0
20-30,Female,Race unspecified,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),FL,Vehicle,2000,24
50-60,Male,Race unspecified,Unreported,MO,Vehicle,2000,52
30-40,Male,Race unspecified,Accidental,CA,Asphyxiated/Restrained,2000,33
20-30,Male,Race unspecified,Unknown,CA,Gunshot,2000,22
20-30,Male,African-American/Black,Justified,PA,Gunshot,2000,28
20-30,Male,Race unspecified,Criminal,PA,Vehicle,2000,22
40-50,Male,Race unspecified,Suicide,VA,Gunshot,2000,44
20-30,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2000,22
40-50,Male,Race unspecified,Unreported,NC,Vehicle,2000,40
30-40,Male,Race unspecified,Unreported,NC,Vehicle,2000,34
30-40,Male,Race unspecified,Unreported,MN,Vehicle,2000,35
30-40,Male,Race unspecified,Unknown,CA,Gunshot,2000,37
30-40,Male,Race unspecified,Unknown,ME,Gunshot,2000,36
40-50,Male,Race unspecified,Suicide,CA,Gunshot,2000,41
30-40,Male,Race unspecified,Unreported,NY,Chemical agent/Pepper spray,2000,37
20-30,Male,Native American/Alaskan,Unreported,AZ,Gunshot,2000,22
50-60,Female,Race unspecified,Unreported,IN,Vehicle,2000,58
30-40,Male,European-American/White,Unreported,IN,Gunshot,2000,34
20-30,Female,Race unspecified,Criminal,VA,Vehicle,2000,23
50-60,Male,Race unspecified,Unknown,CA,Gunshot,2000,51
20-30,Male,Race unspecified,Unreported,MO,Vehicle,2000,20
20-30,Male,Race unspecified,Unreported,MO,Vehicle,2000,22
30-40,Male,European-American/White,Criminal,IL,Asphyxiated/Restrained,2000,39
50-60,Male,Race unspecified,Criminal,NJ,Vehicle,2000,56
Unknown,Male,Race unspecified,Cleared,KS,Asphyxiated/Restrained,2000,0
50-60,Female,Race unspecified,Unreported,GA,Vehicle,2000,57
60-70,Male,Race unspecified,Unreported,GA,Gunshot,2000,69
10-20,Male,Race unspecified,Unreported,MN,Vehicle,2000,17
20-30,Male,Race unspecified,Unreported,MN,Vehicle,2000,25
20-30,Male,European-American/White,Unreported,WA,Vehicle,2000,23
Unknown,Male,European-American/White,Unreported,KY,Gunshot,2000,0
30-40,Male,Hispanic/Latino,Unreported,TX,Gunshot,2000,33
40-50,Male,Race unspecified,Unreported,MS,Gunshot,2000,41
40-50,Male,Race unspecified,Unreported,NY,Gunshot,2000,47
20-30,Male,Race unspecified,Grand jury/No bill or Cleared,TX,Gunshot,2000,22
20-30,Male,Race unspecified,Unreported,LA,Gunshot,2000,29
30-40,Male,Asian/Pacific Islander,Unreported,CA,Gunshot,2000,36
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2000,23
20-30,Male,European-American/White,Excusable,FL,Gunshot,2000,24
20-30,Male,Race unspecified,Unknown,CA,Gunshot,2000,29
20-30,Male,Race unspecified,Unreported,OH,Fell from a height,2000,25
20-30,Male,Race unspecified,Unreported,NJ,Vehicle,2000,27
30-40,Male,Race unspecified,Unreported,NJ,Vehicle,2000,30
20-30,Male,Race unspecified,Unknown,CA,Fell from a height,2000,23
Unknown,Male,Race unspecified,Unknown,CA,Beaten/Bludgeoned with instrument,2000,0
30-40,Male,Race unspecified,Unreported,MO,Medical emergency,2000,35
30-40,Male,Race unspecified,Unreported,IL,Asphyxiated/Restrained,2000,34
40-50,Male,Race unspecified,Suicide,IL,Fell from a height,2000,44
20-30,Male,African-American/Black,Unreported,NJ,Gunshot,2000,21
30-40,Male,Race unspecified,Cleared,KS,Vehicle,2000,31
10-20,Male,African-American/Black,Unreported,OK,Gunshot,2000,19
20-30,Male,Race unspecified,Unreported,OK,Gunshot,2000,29
30-40,Male,Race unspecified,Unreported,IL,Gunshot,2000,37
20-30,Female,Race unspecified,Excusable,MN,Vehicle,2000,28
50-60,Male,Race unspecified,Unreported,MO,Vehicle,2000,54
30-40,Male,Race unspecified,Unreported,FL,Gunshot,2000,37
10-20,Female,Race unspecified,Unreported,FL,Vehicle,2000,16
Unknown,Unknown,Race unspecified,Unreported,CO,Vehicle,2000,0
30-40,Male,Race unspecified,Unreported,GA,Gunshot,2000,37
30-40,Male,Race unspecified,Justified,OH,Gunshot,2000,30
20-30,Male,Race unspecified,Suicide,IL,Gunshot,2000,22
70+,Male,Race unspecified,Justified,OR,Gunshot,2000,71
20-30,Male,European-American/White,Justified,CA,Gunshot,2000,27
10-20,Male,Hispanic/Latino,Unknown,CA,Gunshot,2000,19
Unknown,Male,Race unspecified,Suicide,OH,Gunshot,2000,0
10-20,Female,Race unspecified,Unreported,OK,Vehicle,2000,15
10-20,Female,Race unspecified,Unreported,OK,Vehicle,2000,16
50-60,Male,European-American/White,Unreported,AL,Gunshot,2000,53
40-50,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,47
Unknown,Male,African-American/Black,Unreported,CA,Beaten/Bludgeoned with instrument,2000,0
20-30,Male,African-American/Black,Unreported,CO,Gunshot,2000,26
40-50,Male,Race unspecified,Suicide,PA,Gunshot,2000,42
20-30,Male,Race unspecified,Cleared,HI,Vehicle,2000,28
20-30,Male,Race unspecified,Cleared,HI,Vehicle,2000,22
Unknown,Male,Race unspecified,Justified,OH,Gunshot,2000,0
30-40,Female,Race unspecified,Justified,OH,Gunshot,2000,35
30-40,Male,Race unspecified,Unreported,CT,Medical emergency,2000,34
30-40,Male,Race unspecified,Unreported,MI,Drug overdose,2000,38
20-30,Male,Race unspecified,Unreported,WA,Vehicle,2000,27
40-50,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,46
30-40,Male,African-American/Black,Justified,MI,Gunshot,2000,39
20-30,Male,European-American/White,Unreported,AZ,Gunshot,2000,27
30-40,Male,Race unspecified,Justified,CO,Gunshot,2000,30
20-30,Male,Race unspecified,Unreported,NE,Vehicle,2000,20
30-40,Male,Race unspecified,Justified,MS,Gunshot,2000,38
50-60,Male,African-American/Black,Justified,NV,Gunshot,2000,54
40-50,Male,Race unspecified,Unreported,OK,Vehicle,2000,41
10-20,Male,Race unspecified,Unreported,OK,Vehicle,2000,15
30-40,Male,European-American/White,Unreported,TX,Gunshot,2000,30
10-20,Male,African-American/Black,Justified,OH,Gunshot,2000,12
10-20,Male,Race unspecified,Unreported,MI,Vehicle,2000,10
20-30,Male,Race unspecified,Justified,MS,Gunshot,2000,20
50-60,Male,Race unspecified,Unreported,FL,Gunshot,2000,59
20-30,Male,Race unspecified,Unreported,VA,Gunshot,2000,25
30-40,Male,Race unspecified,Cleared,CA,Asphyxiated/Restrained,2000,31
40-50,Male,Race unspecified,Unreported,NJ,Gunshot,2000,42
50-60,Male,Race unspecified,Unreported,LA,Vehicle,2000,54
Unknown,Male,Race unspecified,Suicide,MD,Gunshot,2000,0
10-20,Male,Race unspecified,Suicide,SC,Gunshot,2000,18
50-60,Male,European-American/White,Unreported,WV,Gunshot,2000,50
20-30,Male,Race unspecified,Unreported,MO,Beaten/Bludgeoned with instrument,2000,29
30-40,Male,African-American/Black,Justified by outside agency,AL,Gunshot,2000,31
50-60,Male,Hispanic/Latino,Unknown,CA,Gunshot,2000,51
20-30,Male,Race unspecified,Unknown,CA,Beaten/Bludgeoned with instrument,2000,29
10-20,Male,Race unspecified,Suicide,WI,Gunshot,2000,18
30-40,Male,African-American/Black,Unreported,CA,Gunshot,2000,36
30-40,Male,African-American/Black,Justified,NV,Gunshot,2000,36
30-40,Male,Race unspecified,Unknown,CA,Gunshot,2000,38
30-40,Female,Race unspecified,Criminal,HI,Vehicle,2000,31
40-50,Male,European-American/White,Unreported,CA,Gunshot,2000,44
Unknown,Male,Race unspecified,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),MI,Gunshot,2000,0
50-60,Male,Asian/Pacific Islander,Unreported,VA,Gunshot,2000,55
20-30,Male,Race unspecified,Suicide,NE,Gunshot,2000,27
30-40,Female,African-American/Black,Officer indicted/Acquitted,MS,Gunshot,2000,38
40-50,Male,African-American/Black,Cleared,MI,Gunshot,2000,49
70+,Male,Race unspecified,Unknown,CA,Gunshot,2000,80
40-50,Male,Race unspecified,Unknown,CA,Vehicle,2000,40
30-40,Male,African-American/Black,Unreported,VA,Vehicle,2000,31
30-40,Male,European-American/White,Excusable,FL,Gunshot,2000,32
40-50,Male,Race unspecified,Unreported,FL,Gunshot,2000,45
20-30,Male,Hispanic/Latino,Unknown,CA,Gunshot,2000,23
50-60,Male,European-American/White,Justified,MN,Gunshot,2000,52
20-30,Male,Race unspecified,Unreported,NM,Gunshot,2000,26
30-40,Male,European-American/White,Excusable,OR,Gunshot,2000,36
50-60,Male,Race unspecified,Unreported,IL,Gunshot,2000,59
10-20,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,11
30-40,Male,Hispanic/Latino,Cleared,CA,Gunshot,2000,30
20-30,Male,Race unspecified,Justified,CA,Gunshot,2000,22
30-40,Male,Race unspecified,Unknown,CA,Gunshot,2000,34
20-30,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,22
30-40,Male,Race unspecified,Unreported,AR,Gunshot,2000,31
30-40,Male,Race unspecified,Unreported,NC,Gunshot,2000,30
20-30,Male,Race unspecified,Unreported,SC,Medical emergency,2000,22
40-50,Male,European-American/White,Unreported,GA,Gunshot,2000,47
30-40,Male,African-American/Black,Unreported,IL,Gunshot,2000,37
40-50,Male,Race unspecified,Unknown,CA,Vehicle,2000,45
20-30,Male,Hispanic/Latino,Unreported,PA,Vehicle,2000,29
20-30,Male,Hispanic/Latino,Unreported,TX,Gunshot,2000,29
20-30,Male,Race unspecified,Unreported,MO,Gunshot,2000,21
50-60,Male,Race unspecified,Unreported,PA,Gunshot,2000,50
50-60,Male,Hispanic/Latino,Unreported,NY,Vehicle,2000,57
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2000,27
30-40,Male,Race unspecified,Unknown,CA,Asphyxiated/Restrained,2000,33
30-40,Male,African-American/Black,Unreported,MO,Gunshot,2000,30
20-30,Male,Race unspecified,Unreported,TX,Asphyxiated/Restrained,2000,24
10-20,Male,Race unspecified,Unreported,FL,Vehicle,2000,18
10-20,Female,Race unspecified,Unreported,FL,Vehicle,2000,16
10-20,Male,Race unspecified,Unreported,FL,Vehicle,2000,17
30-40,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,32
40-50,Male,Race unspecified,Cleared,GA,Vehicle,2000,47
20-30,Female,Race unspecified,Justified,GA,Gunshot,2000,29
20-30,Male,Race unspecified,Justified,LA,Gunshot,2000,25
40-50,Male,Race unspecified,Justified,CA,Gunshot,2000,41
10-20,Male,Race unspecified,Criminal,PA,Vehicle,2000,17
Unknown,Male,Race unspecified,Suicide,MO,Gunshot,2000,0
50-60,Male,Hispanic/Latino,Unreported,CA,Gunshot,2000,52
20-30,Male,African-American/Black,Unreported,MI,Gunshot,2000,21
30-40,Female,Race unspecified,Unreported,AR,Vehicle,2000,35
30-40,Male,Race unspecified,Unreported,LA,Gunshot,2000,31
20-30,Male,Race unspecified,Justified,CA,Gunshot,2000,20
20-30,Male,Race unspecified,Justified,WA,Gunshot,2000,23
40-50,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2000,44
40-50,Male,Race unspecified,Unknown,CA,Gunshot,2000,43
20-30,Male,Race unspecified,Unreported,MO,Gunshot,2000,21
40-50,Male,European-American/White,Unreported,OK,Gunshot,2000,49
70+,Male,Race unspecified,Unreported,AZ,Gunshot,2000,78
10-20,Male,Race unspecified,Unreported,MO,Gunshot,2000,17
30-40,Male,Race unspecified,Unreported,AZ,Gunshot,2000,36
30-40,Male,Race unspecified,Unreported,VA,Medical emergency,2000,31
60-70,Male,Hispanic/Latino,Unreported,TX,Gunshot,2000,60
20-30,Unknown,Race unspecified,Unreported,LA,Vehicle,2000,20
20-30,Unknown,Race unspecified,Unreported,LA,Vehicle,2000,20
20-30,Male,European-American/White,Unreported,TX,Gunshot,2000,25
20-30,Male,Race unspecified,Cleared,MI,Beaten/Bludgeoned with instrument,2000,25
40-50,Male,Race unspecified,Unreported,CA,Gunshot,2000,48
30-40,Male,Race unspecified,Unreported,NM,Gunshot,2000,37
20-30,Male,European-American/White,Unreported,LA,Vehicle,2000,27
10-20,Male,Race unspecified,Unreported,NC,Gunshot,2000,17
10-20,Male,Race unspecified,Unreported,AK,Gunshot,2000,19
40-50,Male,European-American/White,Unreported,AZ,Gunshot,2000,43
10-20,Male,Race unspecified,Justified,OR,Gunshot,2000,19
10-20,Female,Race unspecified,Unreported,WV,Vehicle,2000,16
50-60,Male,European-American/White,Suicide,GA,Gunshot,2000,54
20-30,Male,European-American/White,Justified,HI,Gunshot,2000,25
40-50,Male,Race unspecified,Unreported,LA,Gunshot,2000,41
30-40,Male,Race unspecified,Unreported,PA,Beaten/Bludgeoned with instrument,2000,35
60-70,Male,African-American/Black,Officer indicted/Acquitted,TN,Gunshot,2000,61
10-20,Male,Race unspecified,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),IN,Gunshot,2000,17
30-40,Male,African-American/Black,Criminal,WA,Vehicle,2000,32
10-20,Female,European-American/White,Officer indicted/Guilty,HI,Vehicle,2000,19
30-40,Male,Race unspecified,Justified,OH,Gunshot,2000,37
10-20,Male,Race unspecified,Unreported,MO,Gunshot,2000,18
10-20,Male,Race unspecified,District Attorney or Prosecutor/Cleared,OK,Vehicle,2000,14
20-30,Female,Race unspecified,Unreported,OK,Vehicle,2000,20
40-50,Male,European-American/White,Unreported,IL,Beaten/Bludgeoned with instrument,2000,45
20-30,Male,Race unspecified,Unknown,CA,Vehicle,2000,24
10-20,Female,Race unspecified,Criminal,WI,Vehicle,2000,18
30-40,Male,Race unspecified,Unreported,IN,Drowned,2000,31
30-40,Male,Hispanic/Latino,Unknown,CA,Vehicle,2000,32
70+,Male,Race unspecified,Unreported,OR,Asphyxiated/Restrained,2000,73
20-30,Male,Race unspecified,Justified,FL,Gunshot,2000,23
10-20,Male,Race unspecified,Unreported,FL,Vehicle,2000,12
40-50,Male,European-American/White,Murder/suicide,MI,Gunshot,2000,42
20-30,Male,Race unspecified,Suicide,MI,Gunshot,2000,29
30-40,Male,Race unspecified,Unreported,FL,Gunshot,2000,32
10-20,Male,Race unspecified,Unreported,MI,Gunshot,2000,18
40-50,Male,Race unspecified,Unknown,MS,Gunshot,2000,43
20-30,Female,Race unspecified,Criminal,NC,Vehicle,2000,23
30-40,Male,Race unspecified,Unreported,IN,Gunshot,2000,32
20-30,Male,Race unspecified,Unreported,MO,Gunshot,2000,28
20-30,Female,Native American/Alaskan,Criminal,NM,Vehicle,2000,28
20-30,Male,Race unspecified,Unreported,IN,Vehicle,2000,23
20-30,Male,Hispanic/Latino,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),IN,Gunshot,2000,22
30-40,Male,Race unspecified,Suicide,OH,Gunshot,2000,39
50-60,Male,Race unspecified,Suicide,MO,Gunshot,2000,53
20-30,Male,Race unspecified,Unreported,OK,Gunshot,2000,26
10-20,Male,Race unspecified,Justified,OH,Gunshot,2000,19
20-30,Female,Race unspecified,Unreported,NJ,Gunshot,2000,29
60-70,Male,European-American/White,Justified,CO,Gunshot,2000,67
20-30,Male,Race unspecified,Justified,OH,Gunshot,2000,24
30-40,Male,Race unspecified,Unreported,NY,Gunshot,2000,33
30-40,Male,African-American/Black,Justified,SC,Gunshot,2000,35
Unknown,Male,Race unspecified,Unreported,NJ,Vehicle,2000,0
40-50,Male,Race unspecified,Unreported,IL,Vehicle,2000,42
20-30,Male,Race unspecified,Unreported,NJ,Vehicle,2000,29
30-40,Female,Race unspecified,Criminal,PA,Vehicle,2000,39
40-50,Male,Race unspecified,Criminal,PA,Vehicle,2000,44
30-40,Male,Race unspecified,Justified,OH,Gunshot,2000,32
20-30,Male,Race unspecified,Unreported,MO,Medical emergency,2000,26
70+,Male,European-American/White,Unreported,TX,Gunshot,2000,70
10-20,Male,Race unspecified,Suicide,LA,Gunshot,2000,17
50-60,Male,Race unspecified,Justified,VT,Gunshot,2000,51
20-30,Female,Race unspecified,Excusable,NY,Gunshot,2000,21
10-20,Male,Race unspecified,Unknown,CA,Gunshot,2000,17
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2000,25
30-40,Male,European-American/White,Unreported,TN,Gunshot,2000,30
10-20,Male,African-American/Black,Justified,IL,Gunshot,2000,18
60-70,Male,Race unspecified,Criminal,NM,Vehicle,2000,65
50-60,Female,European-American/White,Criminal,AL,Vehicle,2000,56
30-40,Male,Race unspecified,Suicide,MI,Gunshot,2000,30
40-50,Male,Race unspecified,Officer indicted/Results unreported,MO,Gunshot,2000,41
10-20,Male,Race unspecified,Unreported,WI,Gunshot,2000,18
